等级,法术名称,派系,施法时间,施法距离,法术成分,持续时间,专注,豁免,仪式,施法材料,法术说明,法术升阶,诗人,牧师,德鲁伊,圣武士,游侠,术士,邪术士,法师
4,Phantasmal Killer 魅影杀手,幻术,1个动作,120尺,V S,1分钟,专注,感知,,,你利用射程内你能看到的一个生物的噩梦并且制造一个只它能看到的它最深的恐惧的幻影化身。目标必须进行一次感知豁免。豁免失败，目标在持续时间内变的惊惧。在法术结束前目标每回合开始时，目标必须成功通过一次感知豁免否则受4d10心灵伤害。豁免成功，法术终止。,当你使用5环或更高环的法术位施展这个法术时，你使用的法术位每比4环高1环，伤害增加1d10。,,,,,,,,法师
3,Phantom Steed 魅影驹,幻术,1分钟,30尺,V S,1小时,,,,,"一只大型半真实的像马一样的生物出现在射程内的地上你指定的未占据空间内。你决定此生物的外形，除了它装备着马鞍、嚼子和缰绳。任何此法术制造的装备一旦离开鬼影驹10尺就会变成一阵烟消失。
在法术持续时间内，你或者一个你指定的生物可以骑乘此马。此生物使用骑乘马的数据，除了它拥有100尺速度并且1小时可以跑10英里，或者疾行13英里。当法术结束，马会逐渐消失，提供骑手一分钟的下马时间。法术当你用一个动作遣散它或马受到伤害时终止。",,,,,,,,,法师
6,Planar Ally 异界誓盟,咒法,10分钟,60尺,V S,立即,,,,,"你祈求一个其他世界存在的援助。这个存在必须是你所了解的：一个神祗、一位原祖、一只恶魔亲王或其他一些界域级力量的存在。此存在派遣一个忠于它的天界生物、元素生物或邪魔来援助你，使那个生物出现在射程内一个未占据空间里。如果你知道一个特定生物的名字，当你施放此法术时可以说出那个名字来请求指派那个生物来援，但是你还是可能得到一个不同的生物（DM的选择）。
当这个生物出现时，你无法强迫它作任何事。你可以以报酬为交换请求此生物提供服务，但它没任何义务这样作。这些请求的任务可以包括从简单（帮我们飞过峡谷，或在一场战斗中帮助我们）到复杂（暗中监视我们的敌人，或在我们突袭地城时保护我们）。你必须能与该生物交流以为他服务的报酬讨价还价。
报酬可以采取各种形式。一个天界生物可能会要求为一座同盟的神殿捐献一份相当可观的金币或魔法物品，而一只邪魔可能会索要一次活祭或一份财宝作为礼物。一些生物可能会要求你进行一个任务来换取它们的服务。
按照大略的规则，一个可以按分钟计算的任务需要每分钟100g的报酬。一个可以按小时计算的任务需要每小时1000g的报酬。一个可以按天计算的任务（至多10天）需要每天10000g的报酬。DM可以按你施放此法术的环境调整这些报酬。如果任务与生物的行为准则一致，报酬可能会被减半甚至放弃。没有风险的任务一般只需要建议报酬的一半，而特别危险的任务可能会需要更大的礼物。生物极少接受看上去像自杀的任务。
当生物完成任务后，或当协议服务时间结束后，如果任务合适并在可能的情况下，生物会在回来向你报告后回到自己的家乡位面。如果你不能同意生物的服务价格，生物会立即回到他的家乡位面。
应召加入你的队伍的生物算作队伍成员，正常分享获得的经验。",,,牧师,,,,,,
5,Planar Binding 异界誓缚,防护,1小时,60尺,V S M,24小时,,魅力,,法术消耗一块价值至少1000g的宝石,"用此法术，你尝试誓缚一个天界生物、元素生物、精类生物或邪魔为你服务。此生物在整个施法过程中必须在射程内。（典型的情况是，在施放此法术时，生物先被召唤到一个反向作用的防护法阵中保持被困住。）施法结束时，目标必须进行一次魅力豁免。豁免失败，它在持续时间内被誓缚服务于你。如果此生物是被其他法术召唤或制造出来的，则那个法术的持续时间被延长至符合本法术的持续时间。
一个被誓缚的生物必须尽它最大的能力来遵从你的指示。你可以命令此生物在你冒险时陪伴你，守卫一个地点，或者传递一个信息。生物遵守你指示的字面意义，但是如果此生物与你敌对，它会努力曲解你的字面意思来达到它自己的目标。如果生物在法术持续时间结束前全部完成了你的指示，并且你还在同一位面的话，它会到你处向你汇报。如果你在一个不同的位面，它会回到誓缚它的地方并呆在那直到法术结束。",当你使用更高环的法术位施展这个法术时，你使用的6环的法术位法术持续时间增加到10天，7环到30天，8环到180天，9环到1年零1天。,诗人,牧师,德鲁伊,,,,,法师
7,Planar Shift 异界传送,咒法,1个动作,接触,V S M,立即,,魅力,,一根价值至少250g的分叉金属短棒，与一个位面协调,"你和至多8个自愿生物手拉手站成一个圈被传送到一个不同的位面。你可以概括地指定一个目的地，比如火元素位面的黄铜城或者九层地狱第二层迪斯帕特的宫殿，并且你出现在目的地里或附近。例如，你想到达黄铜城，按照DM的判断，你可能会传送到达它的钢铁大道上，它的灰烬之门前，或者与城市隔着火焰之海相望的地方。
或者，如果你知道一个在不同位面的传送法阵的印记序列，此法术可以把你带到那个法阵。如果传送法阵太小装不下所有你传送的生物，他们会出现在离传送法阵最近的未占据空间里。
你可以用此法术来放逐一个非自愿的生物去另一位面。指定 一个你触及范围内的生物并对它进行一次近战法术攻击。击中后，此生物必须进行一次魅力豁免。如果此生物豁免失败，它被传送到你指定位面的一个随机地点。被这样传送走的生物必须找到自己回到你现在位面的路。",,,牧师,德鲁伊,,,术士,邪术士,法师
3,Plant Growth 植物滋长,变化,1个动作或8小时,150尺,V S,立即,,,,,"此法术引导活力进入一个特定区域中的植物。此法术有两种可能的用法，可获得即时的或长期的好处。
如果你用1个动作施放此法术，指定射程内一点。所有以此点为中心100尺半径内的普通植物变的粗壮和杂草丛生。一个穿过这片区域的生物每移动1尺必须花费4尺移动力。
你可以在法术范围内空出一块或多块任意大小不受法术影响的区域。
如果施放此法术超过8小时，你可以使这片土地肥沃。所有在以射程内一点为中心半英里半径范围内的植物在1年内变的茂盛。这些植物收获时产出两倍正常产量的食物。",,诗人,,德鲁伊,,游侠,,,
0,Poison Spray 毒气喷射,咒法,1个动作,10尺,V S,立即,,体质,,,"你向射程内你能看见的一个生物伸出手并且从你的手掌喷出一阵毒气。此生物必须成功通过一次体质豁免否则受1d12毒液伤害。
此法术的伤害增加1d12当你到达5级（2d12)，11级（3d12），和17级（4d12）。",,,,德鲁伊,,,术士,邪术士,法师
4,Polymorph 变形术,变化,1个动作,60尺,V S M,1小时,专注,感知,,一个毛毛虫茧,"此法术将一个射程内你能看见的生物变化为一个新的形态。一个非自愿的生物必须进行一次感知豁免来避免此效果。一只变形怪自动成功通过此豁免。
这种变化在法术持续时间内保持，或直到目标生命值降到0或者死亡。新形态可以是任何挑战等级等于或小于目标的野兽（或者如果目标没有挑战等级时，它的等级）。目标的游戏数据，包括精神能力值，都被选择的野兽的数据取代。它保留它的阵营和个性。
目标取得它的新形态的生命值。当它变回它的正常形态，生物回到它变化前的生命值。只要超出的伤害没有将此生物正常形态的生命值降到0，它不会被打击到失去意识。
此生物能进行的行动被它的新形态限制，它不能说话，施放法术或进行其他需要手和说话的行动。
目标的装备融合进新形态，目标生物不能启动，使用，挥舞或其他方式从它的装备上获得增益。",,诗人,,德鲁伊,,,术士,,法师
9,Power Word Heal 律令医疗,塑能,1个动作,接触,V S,立即,,,,,一波治疗能量冲刷过你触摸的生物。目标回复它所有的生命值。如果此生物被魅惑、惊惧、定身或击晕，状态终止。如果此生物是俯卧状态，它可以使用他的反应动作站起来。此法术对不死生物和构装生物没有作用。,,诗人,,,,,,,
9,Power Word Kill 律令死亡,附魔,1个动作,60尺,V,,,,,,你念一个带有魔力的词，可以使射程内你可以看到的一个生物立即死亡。如果这个你指定的生物有100点或更少的生命值，它死亡。反之法术没有效果。,,诗人,,,,,术士,邪术士,法师
8,Power Word Stun 律令震慑,附魔,1个动作,60尺,V,立即,,体质,,,"你念一个带有魔力的词，可以压垮射程内你可以看到的一个生物的意志，使它被震慑。如果这个目标有150点或更少的生命值，它被震慑。反之法术没有效果。
被震慑的目标必须在它的每一轮结束时进行一次体质豁免。豁免成功，此震慑效果结束。",,诗人,,,,,术士,邪术士,法师
2,Prayer of Healing 治疗祷言,塑能,10分钟,30尺,V,立即,,,,,"至多6个射程内你指定的对你可见的生物每人恢复2d8+你施法属性调整值的生命值。此法术对不死生物或构装生物没有效果。
高阶效果：
当你使用3环或更高环的法术位施展这个法术时，你使用的法术位每比2环高1环，治疗增加1d8。",,,牧师,,,,,,
0,Prestidigitation 魔法伎俩,变化,1个动作,10尺,V S,1小时,,,,,"此法术是一个初级施法用来练习的魔法小伎俩。你在射程内制造下列魔法效果中的一种：
你制造一个立即生效的，无害的感观效果，比如一束火花，一阵风，微弱音乐，或古怪的臭味。
你立即的点燃或熄灭一支蜡烛，一支火把，或者一个小营火。
你立即清洁或弄脏一个不大于1立方尺的物体。
你立即给一个不大于1立方尺的无生命物质冰冷、温暖或调味1小时。
你在一个物体或一个表面上造出一块颜色，一个记号或一个标志1小时。
你制造可以适应你手的一个非魔法小玩意儿或一个幻影图像持续到你下一回合结束。
如果你多次施放此法术，你同时可以拥有至多3个它的非立即效果起作用，并且你可以用一个动作解除一种效果。",,诗人,,,,,术士,邪术士,法师
